Title,Type,genres,releaseYear,Imbid,imbdAverageRating,imbdNumVotes,availableCountries
Uchu Sentai Kyuranger: Episode of Stinger,movie,"Action, Adventure, Fantasy",2017,tt6967952,7.8,18,JP
μ's 1st LoveLive!,movie,Music,2012,,,,JP
μ's 3rd Anniversary LoveLive!,movie,Music,2013,,,,JP
μ's  2nd New Year LoveLive! 2013,movie,Music,2013,,,,JP
Abe,movie,"Comedy, Drama",2019,tt5805768,6.2,2423,JP
Anna,movie,"Action, Thriller",2019,tt7456310,6.6,99270,JP
"Goodbye, Grandpa!",movie,"Comedy, Drama, Family",2017,tt7009956,6.4,84,JP
Jag förstår inte,movie,Short,2008,tt1794819,6.3,7,US
Lavell Crawford: Home for the Holidays,movie,Comedy,2017,tt7265806,6.9,105,US
Chihayafuru Part III,movie,"Comedy, Drama, Romance",2018,tt6821870,7.2,698,JP
Softball Boys,movie,Drama,2010,tt1627100,5.1,10,JP
Kurt Vonnegut: Unstuck in Time,movie,Documentary,2021,tt1461238,7.9,1440,US
Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Brave & Snipe,movie,"Action, Fantasy, Sci-Fi",2018,tt11243080,7.7,50,JP
Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Para-DX with Poppy,movie,"Action, Fantasy, Sci-Fi",2018,tt11243154,7.8,51,JP
Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Genm vs. Lazer,movie,"Action, Fantasy, Sci-Fi",2018,tt11243170,8.3,62,JP
Boys Be Ambitious,movie,Comedy,1996,tt0116780,6,73,JP
My Big Gay Italian Wedding,movie,Comedy,2018,tt6917290,5.8,1286,JP
Obey Giant,movie,Documentary,2017,tt7179102,7.4,445,US
Is the Order a Rabbit?? ~ Dear My Sister ~,movie,"Animation, Comedy",2017,tt7625514,6.9,133,JP
The Guilty,movie,"Crime, Drama, Thriller",2018,tt6742252,7.5,65861,"JP, US"
The Spruces and the Pines,movie,"Comedy, Drama, Family",2017,tt6764496,6,1133,US
River's Edge,movie,"Crime, Drama",2018,tt7476946,6.2,1123,JP
White as Snow,movie,"Comedy, Drama, Romance",2019,tt8054066,5.3,1613,JP
Conviction,movie,Drama,2018,tt7799386,6.8,1715,JP
Adoration,movie,"Drama, Thriller",2019,tt7715270,6.3,1331,JP
Take Me to the Moon,movie,"Drama, Fantasy, Romance",2017,tt7730928,6,1376,JP
Asako I & II,movie,"Drama, Romance",2018,tt7112154,7,5492,JP
St. Zombie Girls' High School,movie,"Action, Horror",2017,tt6528956,3.4,11,JP
Pure White,movie,Drama,2016,tt6350736,6.9,59,JP
The Lowlife,movie,Drama,2017,tt6563012,5.8,210,JP
Doctor's Wish,movie,Drama,2014,tt3301786,5.6,6,JP
The Hummingbird Project,movie,"Drama, Thriller",2018,tt6866224,6.2,16739,US
The Last Shot in the Bar,movie,"Crime, Drama, Mystery",2017,tt7058618,5.7,187,JP
Revenge Girl,movie,"Action, Comedy, Romance",2017,tt7222296,5.4,272,JP
Presents: Unisenbei,movie,"Romance, Short",2007,tt5968398,4.2,6,JP
The Keeper,movie,"Biography, Drama, Romance",2018,tt4642192,7.3,6914,JP
Sakura Guardian in the North,movie,Drama,2018,tt6538368,5.1,84,JP
Blindspotting,movie,"Comedy, Crime, Drama",2018,tt7242142,7.4,33247,JP
American Animals,movie,"Biography, Crime, Drama",2018,tt6212478,7,50256,JP
Crime + Punishment,movie,Documentary,2018,tt7689908,7.4,700,US
Minding the Gap,movie,"Documentary, Sport",2018,tt7476236,8,10653,"JP, US"
Three Identical Strangers,movie,"Biography, Documentary, Drama",2018,tt7664504,7.6,42128,US
Pity,movie,Drama,2018,tt6746304,6.7,3690,JP
Arizona,movie,"Comedy, Thriller",2018,tt2140629,5.8,9111,US
Holiday,movie,"Crime, Drama",2018,tt7328154,5.7,4724,JP
Green Book,movie,"Biography, Comedy, Drama",2018,tt6966692,8.2,602132,JP
Iceman: The Time Traveller,movie,"Action, Adventure, Comedy",2018,tt2993848,4,1108,JP
Kusama: Infinity,movie,Documentary,2018,tt1893269,7.3,1256,"JP, US"
Skate Kitchen,movie,Drama,2018,tt7545566,6.8,4964,JP
Burning,movie,"Drama, Mystery, Thriller",2018,tt7282468,7.4,79073,JP
Gegege's Wife,movie,Drama,2010,tt1424058,7.1,49,JP
It's a Beautiful Life: Irodori,movie,Drama,2012,tt1961524,7.3,26,JP
Tsugaru hyakunen shokudou,movie,Drama,2011,tt1649425,5.9,16,JP
The Swordsman,movie,"Action, Drama, History",2020,tt7035004,6.8,5696,JP
Christmas in August,movie,"Drama, Romance",2005,tt0467516,5.6,41,JP
Thunderbolt Fantasy: The Sword of Life and Death,movie,"Action, Adventure, Animation",2017,tt7735462,6.9,123,JP
Destiny: The Tale of Kamakura,movie,"Crime, Drama, Fantasy",2017,tt6493648,6.6,1438,JP
Cocaine Godmother,movie,"Biography, Crime, Drama",2017,tt7056864,5.6,2745,US
Deep Blue Sea 2,movie,"Action, Horror, Sci-Fi",2018,tt7086706,3.5,8537,JP
Killerman,movie,"Action, Crime, Thriller",2019,tt7420342,5.4,11267,JP
Bad Reputation,movie,"Biography, Documentary, Music",2018,tt7525514,7.3,1504,US
The Chrysanthemum and the Guillotine,movie,"Drama, History",2018,tt6178388,6.2,135,JP
Asura: Path of the Yakuza,movie,,2015,,,,JP
Hereditary,movie,"Drama, Horror, Mystery",2018,tt7784604,7.3,399756,JP
Rainbow Days,movie,"Comedy, Drama, Romance",2018,tt7493804,6.1,290,JP
Anonymous Noise,movie,"Comedy, Drama, Music",2017,tt6131672,6.3,88,JP
Recall,movie,Drama,2018,tt6622960,6.4,343,JP
Non Non Biyori: The Movie - Vacation,movie,"Adventure, Animation, Comedy",2018,tt7785128,7.6,431,JP
Madonna: Like A Virgin,movie,,2008,,,,JP
Namiya,movie,"Drama, Family, Fantasy",2017,tt7645502,5.1,684,JP
Aiko jûroku-sai,movie,Drama,1983,tt0382525,5.9,38,JP
Soreike! Anpanman: Sukue! Kokorin to kiseki no hoshi,movie,"Adventure, Animation, Family",2011,tt1974368,7.2,9,JP
Birds of Prey,movie,"Action, Comedy, Crime",2020,tt7713068,6.1,269655,JP
Ninkyô Yarô,movie,"Action, Comedy",2016,tt5341136,,,JP
You Shall Not Sleep,movie,"Horror, Mystery, Thriller",2018,tt7158686,5,1420,JP
Parasite,movie,"Drama, Thriller",2019,tt6751668,8.5,1004320,JP
Brahmastra Part One: Shiva,movie,"Action, Adventure, Fantasy",2022,tt6277462,5.6,112883,JP
Abunai Deka Returns,movie,Action,1996,tt1693622,5.4,24,JP
Madamada abunai deka,movie,"Action, Comedy, Crime",2005,tt0460857,4.6,34,JP
The Drifting Avenger,movie,"Drama, Western",1968,tt0130639,6.3,81,JP
Aniara,movie,"Drama, Sci-Fi",2018,tt7589524,6.3,12891,US
Triangle of Sadness,movie,"Comedy, Drama",2022,tt7322224,7.3,190174,US
Love Disease,movie,"Crime, Drama",2018,tt7558912,5.9,63,JP
Liverleaf,movie,Horror,2018,tt7155170,6.2,1350,JP
Call Boy,movie,"Drama, Romance",2018,tt7529650,6.2,956,JP
Grass,movie,Drama,2018,tt7913172,6.8,1493,JP
The Hungry Lion,movie,Drama,2017,tt7821086,6.2,100,JP
Evil and the Mask,movie,"Crime, Drama, Thriller",2018,tt6813892,5.3,62,JP
The Boss's Boss,movie,"Crime, Drama",1979,tt0144614,6.2,20,JP
The Simone Biles Story: Courage to Soar,movie,"Biography, Drama, Sport",2018,tt7978660,6.4,403,JP
"What a Wonderful Family! 3: My Wife, My Life",movie,"Comedy, Drama",2018,tt7493808,6.8,470,JP
Detective K: Secret of the Living Dead,movie,"Action, Comedy, Crime",2018,tt7108976,6.1,614,JP
Star Blazers 2199: A Voyage to Remember,movie,"Action, Adventure, Animation",2014,tt3689894,6.7,52,JP
Golden Slumber,movie,"Action, Crime, Drama",2018,tt6485776,5.9,1039,JP
Miss Bala,movie,"Action, Crime, Drama",2019,tt5941692,5.8,13246,JP
211,movie,"Action, Drama, Horror",2018,tt4976192,4.4,9797,JP
The Sunshine Girl,movie,Drama,1963,tt1144814,7,44,JP
First Day,movie,"Drama, Short",2017,tt7231570,8,75,US
Niji o tsukamu otoko: Nangoku funto-hen,movie,Drama,1997,tt8400150,5.9,9,JP
A Beautiful Day in the Neighborhood,movie,"Biography, Drama, Family",2019,tt3224458,7.2,90345,US
From All Corners,movie,Documentary,2018,tt7980216,7.5,12,JP
Ma,movie,"Horror, Mystery, Thriller",2019,tt7958736,5.6,61065,US
Heung-boo: The Revolutionist,movie,"Drama, History",2018,tt6955130,5.5,110,JP
The Lady in a Black Dress,movie,"Crime, Drama",1987,tt0093373,6.2,47,JP
Little Monsters,movie,"Comedy, Horror, Sci-Fi",2019,tt7390588,6.3,19942,US
Dragon Ball Super: Broly,movie,"Action, Adventure, Animation",2018,tt7961060,7.7,32984,"JP, US"
She Came to Me,movie,"Comedy, Drama, Music",2023,tt6689014,6,7090,US
Enter the Fat Dragon,movie,"Action, Comedy",2020,tt7335600,5.7,2267,JP
Big Brother,movie,"Action, Comedy, Drama",2018,tt7336572,6.3,3683,JP
Song of the Assassins,movie,Action,2022,tt8032932,5.3,310,JP
Tomodachi Game 2,movie,Drama,2017,tt6215660,6.7,68,JP
Little Joe,movie,"Drama, Horror, Mystery",2019,tt9204204,5.8,9559,JP
Donnybrook,movie,"Action, Drama, Thriller",2018,tt7087210,5.4,2525,JP
The Bob's Burgers Movie,movie,"Adventure, Animation, Comedy",2022,tt7466442,7,22269,US
Uchu Sentai Kyuranger vs. Space Squad,movie,"Action, Fantasy, Sci-Fi",2018,tt8041572,7.6,51,JP
Death on the Nile,movie,"Crime, Drama, Mystery",2022,tt7657566,6.3,195146,"JP, US"
Little Miss Dolittle,movie,"Comedy, Crime, Family",2018,tt5368108,4.9,579,JP
Sunny,movie,Thriller,2018,tt7404062,5.7,92,JP
My Hero Academia: Two Heroes,movie,"Action, Adventure, Animation",2018,tt7745068,7.3,13221,"JP, US"
Wounds,movie,"Drama, Horror, Mystery",2019,tt5913798,4.1,22262,US
T-34,movie,"Action, War",2018,tt8820590,6.8,14881,JP
The World to Come,movie,"Drama, History, Western",2020,tt9738716,6.4,11617,US
Great Jailbreak,movie,"Action, Crime",1975,tt0142208,6.3,53,JP
Ploey,movie,"Adventure, Animation, Family",2018,tt2766104,5.4,1241,US
The Strangers Upstairs,movie,Comedy,1961,tt1171601,6.5,36,JP
Shimajiro and the Mother Tree,movie,"Animation, Family, Adventure, Fantasy",2015,,,,JP
Detective Dee: The Four Heavenly Kings,movie,"Action, Adventure, Drama",2018,tt6869538,6.3,3114,JP
Theater of Life,movie,Drama,1983,tt0085757,7.3,23,JP
Sea Fever,movie,"Drama, Horror, Mystery",2019,tt2716382,5.7,14721,US
My Friend 'A',movie,Drama,2018,tt7210264,6,268,JP
Plus One,movie,"Comedy, Drama, Romance",2019,tt7645122,6.6,17162,US
Tourism,movie,Drama,2017,tt7271404,6.2,37,JP
Falling for Figaro,movie,"Comedy, Romance",2020,tt7392014,6.5,4471,US
Harvie and the Magic Museum,movie,"Adventure, Animation, Comedy",2017,tt6489160,4.1,338,US
A Dog's Way Home,movie,"Adventure, Drama, Family",2019,tt7616798,6.7,20634,US
High & Low: The Movie 2 - End of Sky,movie,Action,2017,tt6721358,7.1,610,JP
Kamen Rider Amazons: The Last Judgement,movie,"Action, Fantasy, Horror",2018,tt8108180,7.1,124,JP
Mr. Jones,movie,"Biography, Drama, Thriller",2019,tt6828390,6.9,16882,JP
Alone,movie,"Drama, Mystery, Thriller",2020,tt7711170,6.2,31311,US
The Queen's Corgi,movie,"Animation, Comedy, Family",2019,tt6563576,4.9,8008,JP
Spy Cat,movie,"Adventure, Animation, Comedy",2018,tt5746054,5.5,1367,US
Lights of Kyoto,movie,"Drama, Romance",2017,tt6215786,6,33,JP
Psycho-Pass: Sinners of the System Case.1 Crime and Punishment,movie,"Action, Animation, Crime",2019,tt10443844,6.6,1092,JP
Villains,movie,"Comedy, Drama, Horror",2019,tt6378710,6.2,20209,US
Jumbo,movie,"Drama, Fantasy, Romance",2020,tt6818118,6.1,1330,JP
Shinano River,movie,Drama,1973,tt0996519,5.5,11,JP
What a Man Wants,movie,"Comedy, Drama",2018,tt8108278,6.2,482,JP
Kamisama no wadachi,movie,Drama,2018,tt6866868,,,JP
"Love, Gilda",movie,Documentary,2018,tt5424228,7.4,1848,US
Jumanji: The Next Level,movie,"Action, Adventure, Comedy",2019,tt7975244,6.7,293771,US
The Travelling Cat Chronicles,movie,Drama,2018,tt6622982,6.9,565,JP
Backtrace,movie,"Action, Crime, Drama",2018,tt3588588,3.8,5534,JP
The Executioners,movie,"Horror, Thriller",2018,tt6185998,3.9,837,JP
Boss Level,movie,"Action, Adventure, Comedy",2020,tt7638348,6.8,81729,US
One Cut of the Dead,movie,"Comedy, Drama, Horror",2017,tt7914416,7.6,31502,JP
White Chamber,movie,"Drama, Horror, Sci-Fi",2018,tt6888938,4.4,1635,JP
Our Struggles,movie,Drama,2018,tt7773210,6.7,1658,JP
Why Don't You Just Die!,movie,"Comedy, Drama, Thriller",2018,tt7672068,6.8,5421,JP
Modest Heroes,movie,"Adventure, Animation, Family",2018,tt8223844,6.6,3260,JP
Chiwawa,movie,"Drama, Mystery",2019,tt8549590,6.3,305,JP
Strangers of Patience,movie,Thriller,2018,tt9715742,5.4,69,JP
Free Solo,movie,"Adventure, Documentary, Sport",2018,tt7775622,8.1,79633,US
Funan,movie,"Animation, Drama, History",2018,tt6342440,6.9,1133,JP
Yoake no futari,movie,Drama,1968,tt0295045,,,JP
Angel of Mine,movie,"Drama, Mystery, Thriller",2019,tt7058080,6.3,12516,JP
"It's Boring Here, Pick Me Up",movie,"Drama, Romance",2018,tt8185442,5.1,82,JP
Sukita,movie,Documentary,2018,tt7598892,6.2,14,JP
The Nightshifter,movie,"Horror, Mystery, Thriller",2018,tt7986672,6.2,2655,JP
Far From the Tree,movie,Documentary,2017,tt6848736,7.7,647,JP
The Standoff at Sparrow Creek,movie,"Crime, Drama, Thriller",2018,tt5304996,6.1,4670,JP
The Empty Man,movie,"Drama, Horror, Mystery",2020,tt5867314,6.2,41406,US
Haunt,movie,"Horror, Thriller",2019,tt6535880,6.3,41228,JP
Hatching,movie,"Drama, Fantasy, Horror",2022,tt12519030,6.2,16286,US
Tesla,movie,"Biography, Drama",2020,tt5259822,5.1,10815,JP
Kyoukaishi,movie,Drama,2018,tt8678076,6.9,34,JP
Border,movie,"Crime, Drama, Fantasy",2018,tt5501104,7,35179,JP
The Match Girl,movie,"Action, Fantasy",2016,tt5378290,,,JP
Along With the Gods: The Last 49 Days,movie,"Action, Adventure, Drama",2018,tt8116428,7.1,9562,JP
Dad's Lunch Box,movie,"Comedy, Drama",2017,tt6572190,6.7,145,JP
Cherry Boys,movie,Comedy,2018,tt7512170,4.7,91,JP
Girls' Encounter,movie,Drama,2017,tt6857958,6.3,132,JP
Matthias & Maxime,movie,"Drama, Romance",2019,tt8767908,6.8,9402,JP
Violence Voyager,movie,"Adventure, Animation, Comedy",2018,tt8501318,6.7,450,JP
Occult Bolshevism,movie,Horror,2018,tt7481212,5.8,101,JP
Queen of Hearts,movie,Drama,2019,tt8378126,7,15164,JP
Lock-On Love,movie,"Comedy, Romance",2018,tt8718066,6.1,290,JP
Driven,movie,"Biography, Comedy, Crime",2018,tt5592796,6.4,8670,JP
Happiest Season,movie,"Comedy, Romance",2020,tt8522006,6.6,48285,US
The Place of No Words,movie,Fantasy,2019,tt8110988,5.5,399,US
Last Seen in Idaho,movie,"Action, Crime, Thriller",2018,tt5040202,4.6,3512,JP
The Kindness of Strangers,movie,Drama,2019,tt6515910,6.5,5226,JP
"Tiny Shoulders, Rethinking Barbie",movie,Documentary,2018,tt7259104,6.7,402,US
A Banana? At This Time of Night?,movie,"Biography, Comedy, Drama",2018,tt9010228,6.4,314,JP
50 First Kisses,movie,"Comedy, Drama, Romance",2017,tt6916872,6.3,829,JP
Bad Candy,movie,"Horror, Thriller",2020,tt6561576,4,3425,JP
Annabelle Comes Home,movie,"Horror, Mystery, Thriller",2019,tt8350360,5.9,90386,"JP, US"
The Secret Garden,movie,"Drama, Family, Fantasy",2020,tt2702920,5.6,10324,US
Umibe no Shuukan taishuu,movie,Comedy,2017,tt6686448,,,JP
Arienasasugiru onna: Hikokunin Yoshie,movie,Crime,2017,tt6968710,,,JP
Kingdoms,movie,Drama,2017,tt7217298,4.9,196,JP
High Heels Revolution!,movie,"Comedy, Drama",2016,tt5791008,5.3,8,JP
Do Unto Others,movie,"Drama, Thriller",2018,tt7704710,5,186,JP
Babyteeth,movie,"Comedy, Drama, Music",2019,tt8399664,7.2,19452,JP
The Courier,movie,"Drama, History, Mystery",2020,tt8368512,7.2,76459,US
Sorry We Missed You,movie,Drama,2019,tt8359816,7.6,26586,JP
A Dog's Journey,movie,"Adventure, Comedy, Drama",2019,tt8385474,7.4,29840,JP
Taberu Onna,movie,Drama,2018,tt8232016,5.6,139,JP
Escaping the Madhouse: The Nellie Bly Story,movie,Thriller,2019,tt8318648,6.3,2099,"JP, US"
Daliland,movie,"Biography, Drama",2022,tt8399658,5.9,2546,US
The Forgiven,movie,Drama,2021,tt3696180,6.1,9881,US
Hitman's Wife's Bodyguard,movie,"Action, Comedy, Crime",2021,tt8385148,6.1,111289,US
Rambo: Last Blood,movie,"Action, Crime, Thriller",2019,tt1206885,6.1,112383,JP
Running with the Devil,movie,"Crime, Drama, Thriller",2019,tt5792656,5.4,10709,US
True Colors,movie,Comedy,2016,tt5923136,,,JP
Psychic Agents,movie,"Crime, Mystery, Romance",2017,tt6968706,5,5,JP
Zenigata,movie,Action,2018,tt8710124,6.5,15,JP
Prisoners of the Ghostland,movie,"Fantasy, Horror, Thriller",2021,tt6372694,4.2,14636,JP
"LOUDER! Can't Hear What You're Singin', Wimp!",movie,Comedy,2018,tt7493810,4.9,106,JP
"Little Nights, Little Love",movie,"Drama, Romance",2019,tt8228906,6.2,462,JP
Itoshi no Irene,movie,Romance,2018,tt9015764,6.7,134,JP
Under the Wire,movie,Documentary,2018,tt8520614,7.7,700,JP
The Intruder,movie,"Horror, Thriller",2019,tt6722030,5.6,19986,US
I See You,movie,"Drama, Horror, Mystery",2019,tt6079516,6.8,69263,JP
Violator,movie,Horror,2018,tt9052440,5.3,27,JP
Torinoko City,movie,"Drama, Sci-Fi",2017,tt7316578,5.2,8,JP
Dogs Don't Wear Pants,movie,"Drama, Romance",2019,tt9074574,6.8,7234,JP
Chronicle of the After-School Wars,movie,Horror,2018,tt8016032,6.4,107,JP
7:20 Once a Week,movie,"Drama, Romance",2018,tt5919064,5.1,472,JP
Butterfly Sleep,movie,"Drama, Romance",2017,tt5891642,6.5,139,JP
Living Together,movie,"Romance, Drama",1973,tt0249746,,,JP
High & Low: The Movie 3 - Final Mission,movie,"Action, Drama",2017,tt7624932,7.1,815,JP
Sea Cat,movie,"Drama, Romance",2004,tt0467709,5.6,84,JP
The Antique: Secret of the Old Books,movie,"Drama, Mystery",2018,tt6525872,5.4,153,JP
You Still Don't Get Gunma,movie,Comedy,2017,tt6713146,5.9,14,JP
Made in Abyss: Journey's Dawn,movie,"Adventure, Animation, Family",2019,tt10068158,7.4,951,JP
Made in Abyss: Wandering Twilight,movie,"Adventure, Animation, Fantasy",2019,tt10068544,7.8,1162,JP
Yorinuki Gintama-san on Theater 2D - Shinsengumi Douran Hen,movie,"Action, Adventure, Comedy",2012,tt12114288,8.2,38,JP
American Muscle,movie,"Drama, Short",2019,tt7147504,9,7,JP
Simple Passion,movie,"Drama, Romance",2020,tt10023172,5.5,1215,JP
Lady Ninja: A Blue Shadow,movie,"Action, Adventure, History",2018,tt7707950,7.1,53,JP
Kaitou Sentai Lupinranger vs. Keisatsu Sentai Patranger en Film,movie,"Action, Short",2018,tt8594230,7.2,28,JP
Salaryman Senka,movie,"Comedy, Drama",1995,,,,JP
Salaryman Senka: Tanshin Funin,movie,"Comedy, Drama",1996,,,,JP
Shin sarariiman senka,movie,"Comedy, Drama",1997,tt0135649,,,JP
You Are the Apple of My Eye,movie,"Drama, Romance",2018,tt7339938,6.1,554,JP
Bad Therapy,movie,"Comedy, Drama, Romance",2020,tt8488518,4.4,1111,US
After the Wedding,movie,Drama,2019,tt7985692,6.3,8840,JP
Come Away,movie,"Adventure, Drama, Fantasy",2020,tt5714470,5.7,5942,JP
Panda Days,movie,Documentary,2008,tt1194670,7.2,21,JP
"Yes, God, Yes",movie,"Comedy, Drama",2019,tt8949056,6.1,18603,"JP, US"
Though It Is My Life,movie,"Drama, Music, Romance",2018,tt8443922,,,JP
2067,movie,"Mystery, Sci-Fi",2020,tt1918734,4.9,12087,JP
Buoyancy,movie,"Crime, Drama",2019,tt5045746,7.3,1515,JP
Sound! Euphonium the Movie - Our Promise: A Brand New Day,movie,"Animation, Drama, Music",2019,tt7089882,7.2,571,JP
U-31,movie,"Drama, Sport",2016,tt5348826,,,JP
Ballet Now,movie,Documentary,2018,tt8226078,7.2,229,US
Aporia,movie,"Drama, Sci-Fi",2023,tt8511466,5.6,2019,US
Shimajirou the Movie: Great Adventure on Magic Island,movie,Animation,2018,tt8993400,7.5,10,JP
Bayou Caviar,movie,"Crime, Mystery, Thriller",2018,tt3767278,4.6,3103,US
The Poison Rose,movie,"Crime, Mystery, Thriller",2019,tt5862166,4.8,11448,JP
The Man Who Killed Hitler and Then the Bigfoot,movie,"Adventure, Drama, Sci-Fi",2018,tt7042862,5.7,14120,US
The Witch: Part 1 - The Subversion,movie,"Action, Mystery, Sci-Fi",2018,tt8574252,7.1,18716,JP
The Perennial Weed,movie,"Action, Crime",1975,tt0323970,6.4,22,JP
Bad Hair,movie,"Comedy, Horror, Music",2020,tt4798836,5.6,4470,"JP, US"
Midsommar,movie,"Drama, Horror, Mystery",2019,tt8772262,7.1,427637,JP
Jim Gaffigan: Noble Ape,movie,Comedy,2018,tt7535580,7.6,1531,US
Bad Education,movie,"Biography, Comedy, Crime",2019,tt8206668,7.1,44278,JP
Midnight Bus,movie,Drama,2017,tt6581576,7.5,63,JP
The Miracle of Umitsubame Joe,movie,"Action, Crime, Drama",1984,tt0241618,7.2,40,JP
22 Chaser,movie,"Crime, Drama",2018,tt5130442,5.4,529,JP
The Outpost,movie,"Action, Drama, History",2019,tt3833480,6.8,42445,JP
Kao,movie,"Crime, Drama",1957,tt1574617,6.8,31,JP
Towering Waves,movie,"Drama, Romance",1960,tt1379229,6.6,12,JP
The Hidden Profile,movie,"Drama, Romance",1963,tt2123987,6.4,13,JP
Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson,movie,"Action, Adventure, Animation",2019,tt9239552,7.8,5742,JP
The Fable,movie,"Action, Comedy",2019,tt8676426,6.5,2991,JP
OVA: Memory Snow,movie,"Adventure, Animation, Drama",2018,tt8565186,7.1,841,JP
The Golem,movie,"Drama, Horror",2018,tt8329290,5.5,5968,JP
Dying to Survive,movie,"Comedy, Drama",2018,tt7362036,7.8,8215,JP
Looking for Magical DoReMi,movie,"Adventure, Animation, Comedy",2020,tt11867418,6.6,267,JP
Friedkin Uncut,movie,"Biography, Documentary, History",2018,tt8749074,7.1,1189,JP
Stree,movie,"Comedy, Horror",2018,tt8108202,7.5,43019,US
Blinded by the Light,movie,"Comedy, Drama, Music",2019,tt8266310,6.9,27676,JP
We Love,movie,"Comedy, Drama, Romance",2018,tt8315092,4.8,270,JP
Calamity of a Zombie Girl,movie,"Animation, Fantasy, Horror",2018,tt8286670,5.3,127,JP
Koinowa: Konkatsu Cruising,movie,"Comedy, Romance",2017,tt6117788,,,JP
21 Bridges,movie,"Action, Adventure, Crime",2019,tt8688634,6.6,76443,JP
Leanne Morgan: So Yummy,movie,Comedy,2018,tt11978184,6.7,38,US
One Son,movie,Drama,2018,tt7646416,,,JP
Yaru Onna - She's a Killer,movie,Thriller,2018,tt9047846,,,JP
Brian Banks,movie,"Biography, Drama, Sport",2018,tt3920820,7.2,9854,US
Happy Mail,movie,"Drama, Romance",2018,tt8598552,,,JP
Aragne: Sign of Vermillion,movie,"Animation, Drama, Fantasy",2018,tt8685672,5,116,JP
Blackbird,movie,Drama,2019,tt8717446,6.6,6107,JP
"Think Again, Junpei",movie,"Crime, Drama",2018,tt8554256,5.5,35,JP
